Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
ethylformate;water;CCOC=O;O;-2.65
methylacetate;water;COC(C)=O;O;-3.32
methylpropanoate;water;CCC(=O)OC;O;-2.93
ethylacetate;water;CCOC(=O)C;O;-3.1
methylbutanoate;water;CCCC(=O)OC;O;-2.83
propylacetate;water;CCCOC(C)=O;O;-2.86
methylpentanoate;water;CCCCC(=O)OC;O;-2.57
butylacetate;water;CCCCOC(C)=O;O;-2.55
methylhexanoate;water;CCCCCC(=O)OC;O;-2.49
pentylacetate;water;CCCCCOC(C)=O;O;-2.45
ethylamine;water;CCN;O;-4.5
dimethylamine;water;CNC;O;-4.29
azetidine;water;C1CNC1;O;-5.56
propylamine;water;CCCN;O;-4.39
trimethylamine;water;CN(C)C;O;-3.23
pyrrolidine;water;C1CCNC1;O;-5.48
piperazine;water;C1CNCCN1;O;-7.4
butylamine;water;CCCCN;O;-4.29
diethylamine;water;CCNCC;O;-4.07
N-methylpiperazine;water;CN1CCNCC1;O;-7.77
pentylamine;water;CCCCCN;O;-4.1
"N;N'-dimethylpiperazine";water;CN1CCN(CC1)C;O;-7.58
dipropylamine;water;CCCNCCC;O;-3.66
pyridine;water;C1=CC=NC=C1;O;-4.7
2-methylpyrazine;water;CC1=NC=CN=C1;O;-5.57
aniline;water;C1=CC=C(C=C1)N;O;-5.49
2-methylpyridine;water;CC1=CC=CC=N1;O;-4.63
3-methylpyridine;water;CC1=CN=CC=C1;O;-4.77
4-methylpyridine;water;CC1=CC=NC=C1;O;-4.94
N-methylaniline;water;CNC1=CC=CC=C1;O;-4.68
"2;4-dimethylpyridine";water;CC1=CC(=NC=C1)C;O;-4.86
"2;5-dimethylpyridine";water;CC1=CN=C(C=C1)C;O;-4.72
"2;6-dimethylpyridine";water;CC1=NC(=CC=C1)C;O;-4.6
acetonitrile;water;CC#N;O;-3.89
propionitrile;water;CCC#N;O;-3.85
butanonitrile;water;CCCC#N;O;-3.64
benzonitrile;water;C1=CC=C(C=C1)C#N;O;-4.1
nitroethane;water;CC[N+](=O)[O-];O;-3.71
1-nitropropane;water;CCC[N+](=O)[O-];O;-3.34
2-nitropropane;water;CC(C)[N+](=O)[O-];O;-3.14
1-nitrobutane;water;CCCC[N+](=O)[O-];O;-3.08
nitrobenzene;water;C1=CC=C(C=C1)[N+](=O)[O-];O;-4.12
2-methyl-1-nitrobenzene;water;CC1=CC=CC=C1[N+](=O)[O-];O;-3.59
methanethiol;water;CS;O;-1.24
ethanethiol;water;CCS;O;-1.3
1-propanethiol;water;CCCS;O;-1.05
thiophenol;water;C1=CC=C(C=C1)S;O;-2.55
dimethylsulfide;water;CSC;O;-1.54
dimethyldisulfide;water;CSSC;O;-1.83
diethylsulfide;water;CCSCC;O;-1.43
dipropylsulfide;water;CCCSCCC;O;-1.27
thioanisole;water;CSC1=CC=CC=C1;O;-2.73
allylalcohol;water;OCC=C;O;-5.08
2-methoxyethanol;water;COCCO;O;-6.77
2-methoxyethanamine;water;COCCN;O;-6.55
butenyne;water;C=CC#C;O;0.04
morpholine;water;C1COCCN1;O;-7.17
m-hydroxybenzaldehyde;water;C1=CC(=CC(=C1)O)C=O;O;-9.51
p-hydroxybenzaldehyde;water;C1=CC(=CC=C1C=O)O;O;-10.48
fluoromethane;water;CF;O;-0.22
"1;1-difluoroethane";water;CC(F)F;O;-0.11
fluorobenzene;water;C1=CC=C(C=C1)F;O;-0.78
chloromethane;water;CCl;O;-0.56
dichloromethane;water;C(Cl)Cl;O;-1.36
chloroform;water;C(Cl)(Cl)Cl;O;-1.07
chloroethane;water;CCCl;O;-0.63
"1;1;1-trichloroethane";water;CC(Cl)(Cl)Cl;O;-0.25
"1;1;2-trichloroethane";water;C(C(Cl)Cl)Cl;O;-1.95
1-chloropropane;water;CCCCl;O;-0.27
2-chloropropane;water;CC(C)Cl;O;-0.25
chloroethene;water;C=CCl;O;-0.59
3-chloropropene;water;C=CCCl;O;-0.57
"Z-1;2-dichloroethene";water;C(=C\Cl)\Cl;O;-1.17
"E-1;2-dichloroethene";water;C(=C/Cl)\Cl;O;-0.76
trichloroethene;water;C(=C(Cl)Cl)Cl;O;-0.39
chlorobenzene;water;C1=CC=C(C=C1)Cl;O;-1.12
"1;2-dichlorobenzene";water;C1=CC=C(C(=C1)Cl)Cl;O;-1.36
"1;4-dichlorobenzene";water;C1=CC(=CC=C1Cl)Cl;O;-1.01
bromomethane;water;CBr;O;-0.82
dibromomethane;water;C(Br)Br;O;-2.11
bromoform;water;C(Br)(Br)Br;O;-1.98
bromoethane;water;CCBr;O;-0.7
1-bromopropane;water;CCCBr;O;-0.56
2-bromopropane;water;CC(C)Br;O;-0.48
1-bromobutane;water;CCCCBr;O;-0.41
1-bromopentane;water;CCCCCBr;O;-0.08
bromobenzene;water;C1=CC=C(C=C1)Br;O;-1.46
p-dibromobenzene;water;C1=CC(=CC=C1Br)Br;O;-2.3
bromotrifluoromethane;water;C(F)(F)(F)Br;O;1.79
chlorofluoromethane;water;C(F)Cl;O;-0.77
chlorodifluoromethane;water;C(F)(F)Cl;O;-0.5
tetrafluoromethane;water;C(F)(F)(F)F;O;3.16
"1-bromo-1-chloro-2;2;2-trifluoroethane";water;C(C(F)(F)F)(Cl)Br;O;-0.13
1-bromo-2-chloroethane;water;C(CBr)Cl;O;-1.95
"1-bromo-1;2;2;2-tetrafluoroethane";water;C(C(F)(F)F)(F)Br;O;0.52
tetrachloroethene;water;C(=C(Cl)Cl)(Cl)Cl;O;0.05
"1-chloro-2;2;2-trifluoroethane";water;C(C(F)(F)F)Cl;O;0.06
"1;1;2-trichloro-1;2;2-trifluoroethane";water;C(C(F)(Cl)Cl)(F)(F)Cl;O;1.77
"2;2;2-trifluoroethanol";water;C(C(F)(F)F)O;O;-4.31
"1;1;1-trifluoropropan-2-ol";water;CC(C(F)(F)F)O;O;-4.16
"1;1;1;3;3;3-hexafluoropropan-2-ol";water;C(C(F)(F)F)(C(F)(F)F)O;O;-3.77
bis(2-chloroethyl)sulfide;water;C(CCl)SCCCl;O;-3.92
p-bromophenol;water;C1=CC(=CC=C1O)Br;O;-7.13
ammonia;water;N;O;-4.29
water;water;O;O;-6.31
phosphine;water;P;O;0.6
hydrogensulfide;water;S;O;-0.7
trimethylphosphate;water;COP(=O)(OC)OC;O;-8.7
triethylphosphate;water;CCOP(=O)(OCC)OCC;O;-7.8
tripropylphosphate;water;CCCO[P](=O)(OCCC)OCCC;O;-6.1
diethyldisulfide;water;CCSSCC;O;-1.63
piperidine;water;C1CCNCC1;O;-5.11
N-methylmorpholine;water;CN1CCOCC1;O;-6.34
methylamine;water;CN;O;-4.56
hydrazine;water;NN;O;-6.26
2-ethylpyrazine;water;CCC1=NC=CN=C1;O;-5.51
acetamide;water;CC(=O)N;O;-9.71
1-octanol;water;CCCCCCCCO;O;-4.09
octanal;water;CCCCCCCC=O;O;-2.29
methyloctanoate;water;CCCCCCCC(=O)OC;O;-2.04
2-octanone;water;CCCCCCC(=O)C;O;-2.88
methylbenzoate;water;COC(=O)C1=CC=CC=C1;O;-3.91
isopropylether;water;CC(C)OC(C)C;O;-0.53
tetrahydropyran;water;C1CCOCC1;O;-3.12
thiophene;water;C1=CSC=C1;O;-1.42
ethylphenylether;water;CCOc1ccccc1;O;-2.22
hydrogen;water;[HH];O;2.33
"1;1-dimethyl-3-phenylurea";water;CN(C)C(=O)NC1=CC=CC=C1;O;-9.63
9-methyladenine;water;CN1C=NC2=C(N=CN=C21)N;O;-13.6
1-methylthymine;water;CC1=CN(C(=O)NC1=O)C;O;-10.4
hexafluoroethane;water;C(C(F)(F)F)(F)(F)F;O;3.94
octafluoropropane;water;C(C(F)(F)F)(C(F)(F)F)(F)F;O;4.28
"1;1;1;2-tetrachloroethane";water;C(C(Cl)(Cl)Cl)Cl;O;-1.15
hexachloroethane;water;C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl;O;-1.4
2-chlorobutane;water;CCC(C)Cl;O;0.07
1-chloropentane;water;CCCCCCl;O;0.07
2-chloropentane;water;CCCC(C)Cl;O;0.07
chlorotoluene;water;Cc1ccccc1Cl;O;-1.92
o-chlorotoluene;water;CC1=CC=CC=C1Cl;O;-1.15
"2;2'-dichlorobiphenyl";water;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;O;-2.73
"2;3-dichlorobiphenyl";water;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;O;-2.45
"2;2';3'-trichlorobiphenyl";water;Clc1cccc(c1Cl)c2ccccc2Cl;O;-1.99
3-bromopropene;water;C=CCBr;O;-0.86
1-bromo-isobutane;water;CC(C)CBr;O;-0.03
bromotoluene;water;CC1=CC=CC=C1Br;O;-2.37
p-bromotoluene;water;CC1=CC=C(C=C1)Br;O;-1.39
difluorodichloromethane;water;C(F)(F)(Cl)Cl;O;1.69
fluorotrichloromethane;water;C(F)(Cl)(Cl)Cl;O;0.82
bromotrichloromethane;water;C(Cl)(Cl)(Cl)Br;O;-0.93
"3;5-dibromo-4-hydroxybenzonitrile";water;C1=C(C=C(C(=C1Br)O)Br)C#N;O;-9
"2;6-dichlorobenzonitrile";water;C1=CC(=C(C(=C1)Cl)C#N)Cl;O;-5.22
"2;6-dichlorothiobenzamide";water;C1=CC(=C(C(=C1)Cl)C(=S)N)Cl;O;-10.81
"4-amino-3;5;6-trichloropyridine-2-carboxylicacid";water;Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl;O;-11.96
"diethyl2;4-dichlorophenylthiophosphate";water;CC[S](CC)(c1ccc(Cl)cc1Cl)=[P]([O-])([O-])[O-];O;-3.86
dimethyl4-nitrophenylthiophosphate;water;C[S](C)(c1ccc(cc1)[N+]([O-])=O)=[P]([O-])([O-])[O-];O;-7.62
"dimethyl2;4;5-trichlorophenylthiophosphate";water;C[S](C)(c1cc(Cl)c(Cl)cc1Cl)=[P]([O-])([O-])[O-];O;-5.06
"dimethyl4-bromo-2;5-dichlorophenylthiophosphate";water;C[S](C)(c1cc(Cl)c(Br)cc1Cl)=[P]([O-])([O-])[O-];O;-5.7
diethyl4-nitrophenylthiophosphonate;water;CC[S](CC)=[P]([O-])([O-])c1ccc(cc1)[N+]([O-])=O;O;-6.27
ethyl4-cyanophenylphenylthiophosphonate;water;CC[S](c1ccc(cc1)C#N)=[P]([O-])([O-])c2ccccc2;O;-5.1
"3;4-dimethylpyridine";water;CC1=C(C=NC=C1)C;O;-5.22
nitromethane;water;C[N+](=O)[O-];O;-3.95
"3;5-dimethylpyridine";water;CC1=CC(=CN=C1)C;O;-4.84
4-ethylpyridine;water;CCC1=CC=NC=C1;O;-4.74
tetramethylsilane;water;C[Si](C)(C)C;O;3.04
methylhydrazine;water;CNN;O;-5.31
"1;1-dimethylhydrazine";water;CN(C)N;O;-4.48
urea;water;C(=O)(N)N;O;-13.8
benzamide;water;C1=CC=C(C=C1)C(=O)N;O;-10.9
2-methylaniline;water;CC1=CC=CC=C1N;O;-5.56
3-methylaniline;water;CC1=CC(=CC=C1)N;O;-5.67
4-methylaniline;water;CC1=CC=C(C=C1)N;O;-5.55
N-ethylaniline;water;CCNC1=CC=CC=C1;O;-4.62
"N;N-dimethylaniline";water;CN(C)C1=CC=CC=C1;O;-3.58
"1;2-ethanediamine";water;C(CN)N;O;-9.72
hydrogenperoxide;water;OO;O;-8.58
methylperoxide;water;COOC;O;-5.28
ethylperoxide;water;CCOOCC;O;-5.32
uracil;water;C1=CNC(=O)NC1=O;O;-16.59
5-fluorouracil;water;C1=C(C(=O)NC(=O)N1)F;O;-16.92
5-trifluoromethyluracil;water;C1=C(C(=O)NC(=O)N1)C(F)(F)F;O;-15.46
5-chlorouracil;water;C1=C(C(=O)NC(=O)N1)Cl;O;-17.74
5-bromouracil;water;C1=C(C(=O)NC(=O)N1)Br;O;-18.17
m-bis(trifluoromethyl)benzene;water;C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F;O;1.07
"N;N-dimethyl-p-methoxybenzamide";water;CN(C)C(=O)C1=CC=C(C=C1)OC;O;-11.01
"N;N;4-trimethylbenzamide";water;CC1=CC=C(C=C1)C(=O)N(C)C;O;-9.76
bis(2-chloroethyl)ether;water;C(CCl)OCCCl;O;-4.23
"1;1-diacetoxyethane";water;CC(OC(=O)C)OC(=O)C;O;-4.97
"1;1-diethoxyethane";water;CCOC(C)OCC;O;-3.28
diethylpropanedioate;water;CCC(CC)(C([O-])=O)C([O-])=O;O;-6
dimethoxymethane;water;COCOC;O;-2.93
ethyleneglycoldiacetate;water;CC(=O)OCCOC(=O)C;O;-6.34
"1;2-diethoxyethane";water;CCOCCOCC;O;-3.54
phenylformate;water;[O-]C(=O)c1ccccc1;O;-3.82
imidazole;water;C1=CN=CN1;O;-9.81
nitroglycol;water;C(CO[N+](=O)[O-])O[N+](=O)[O-];O;-5.7
"1;2-dinitroxypropane";water;CC(CO[N+]([O-])=O)O[N+]([O-])=O;O;-5
butylnitrate;water;CCCCO[N+]([O-])=O;O;-2.1
2-butylnitrate;water;CCC(C)O[N+]([O-])=O;O;-1.8
isobutylnitrate;water;CC(C)CO[N+](=O)[O-];O;-1.9
nitroxyacetone;water;CC(=O)CO[N+](=O)[O-];O;-6
4-amino-4'-nitroazobenzene;water;C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)[N+](=O)[O-];O;-11.2
1-amino-4-anilinoanthraquinone;water;C1=CC=C(C=C1)NC2=C3C(=C(C=C2)N)C(=O)C4=CC=CC=C4C3=O;O;-7.4
"1;4;5;8-tetraminoanthraquinone";water;C1=CC(=C2C(=C1N)C(=O)C3=C(C=CC(=C3C2=O)N)N)N;O;-8.9
1-amino-anthraquinone;water;C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=CC=C3)N;O;-8
acetylsalicylicacid;water;CC(=O)OC1=CC=CC=C1C(=O)O;O;-9.94
butylparaben;water;CCCCOC(=O)C1=CC=C(C=C1)O;O;-8.72
caffeine;water;CN1C=NC2=C1C(=O)N(C(=O)N2C)C;O;-12.64
6-chlorouracil;water;C1=C(NC(=O)NC1=O)Cl;O;-15.83
diflunisal;water;C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O;O;-9.4
ethylparaben;water;CCOC(=O)C1=CC=C(C=C1)O;O;-9.2
hexachlorobenzene;water;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl;O;-2.33
5-iodouracil;water;C1=C(C(=O)NC(=O)N1)I;O;-18.72
methylparaben;water;COC(=O)C1=CC=C(C=C1)O;O;-9.51
naproxen;water;C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O;O;-10.21
4-nitroaniline;water;C1=CC(=CC=C1N)[N+](=O)[O-];O;-9.45
octafluorocyclobutane;water;C1(C(C(C1(F)F)(F)F)(F)F)(F)F;O;3.43
pentachloronitrobenzene;water;C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-];O;-5.22
phthalimide;water;C1=CC=C2C(=C1)C(=O)NC2=O;O;-9.61
propylparaben;water;CCCOC(=O)C1=CC=C(C=C1)O;O;-9.37
sulfolane;water;C1CCS(=O)(=O)C1;O;-8.61
paracetamol;water;CC(=O)NC1=CC=C(C=C1)O;O;-14.83
N-(3-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC(=CC=C1)O;O;-13.93
fenbufen;water;C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O;O;-12.75
N-(2-hydroxyphenyl)acetamide;water;CC(=O)NC1=CC=CC=C1O;O;-11.61
phenacetin;water;CCOC1=CC=C(C=C1)NC(=O)C;O;-10.91
2-methoxybenzoicacid;water;COC1=CC=CC=C1C(=O)O;O;-10.32
4-methoxybenzoicacid;water;COc1ccc(cc1)C(O)=O;O;-9.15
3-methoxybenzoicacid;water;COC1=CC=CC(=C1)C(=O)O;O;-8.93
tolfenamicacid;water;CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O;O;-6.71
flufenamicacid;water;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;O;-5.68
iodobenzene;water;C1=CC=C(C=C1)I;O;-1.73
diiodomethane;water;C(I)I;O;-2.49
iodomethane;water;CI;O;-0.89
iodoethane;water;CCI;O;-0.72
1-iodopropane;water;CCCI;O;-0.59
1-iodobutane;water;CCCCI;O;-0.25
1-iodopentane;water;CCCCCI;O;-0.12
2-iodopropane;water;CC(C)I;O;-0.46
n-octane;xylene;CCCCCCCC;CC1=CC=CC=C1C;-5.29
toluene;xylene;CC1=CC=CC=C1;CC1=CC=CC=C1C;-5.06
methanol;xylene;CO;CC1=CC=CC=C1C;-1.73
ethanol;xylene;CCO;CC1=CC=CC=C1C;-3.42
1-propanol;xylene;CCCO;CC1=CC=CC=C1C;-3.57
1-butanol;xylene;CCCCO;CC1=CC=CC=C1C;-4.17
1-pentanol;xylene;CCCCCO;CC1=CC=CC=C1C;-4.72
phenol;xylene;C1=CC=C(C=C1)O;CC1=CC=CC=C1C;-6.83
1-hexanol;xylene;CCCCCCO;CC1=CC=CC=C1C;-5.85
o-cresol;xylene;CC1=CC=CC=C1O;CC1=CC=CC=C1C;-7.25
m-cresol;xylene;CC1=CC(=CC=C1)O;CC1=CC=CC=C1C;-6.32
p-cresol;xylene;CC1=CC=C(C=C1)O;CC1=CC=CC=C1C;-7.18
1-heptanol;xylene;CCCCCCCO;CC1=CC=CC=C1C;-6.74
"1;4-dioxane";xylene;C1COCCO1;CC1=CC=CC=C1C;-4.86
acetone;xylene;CC(=O)C;CC1=CC=CC=C1C;-3.26
2-butanone;xylene;CCC(=O)C;CC1=CC=CC=C1C;-4.23
2-pentanone;xylene;CCCC(=O)C;CC1=CC=CC=C1C;-4.87
2-hexanone;xylene;CCCCC(=O)C;CC1=CC=CC=C1C;-5.49
"3;3-dimethylbutanone";xylene;CC(=O)C(C)(C)C;CC1=CC=CC=C1C;-4.91
2-heptanone;xylene;CCCCCC(=O)C;CC1=CC=CC=C1C;-6.15
aceticacid;xylene;CC(O)=O;CC1=CC=CC=C1C;-4.08
propanoicacid;xylene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CC1=CC=CC=C1C;-4.72
butanoicacid;xylene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CC1=CC=CC=C1C;-5.3
pentanoicacid;xylene;CCCCC(O)=O;CC1=CC=CC=C1C;-5.71
hexanoicacid;xylene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CC1=CC=CC=C1C;-6.67
methylacetate;xylene;COC(C)=O;CC1=CC=CC=C1C;-3.7
methylpropanoate;xylene;CCC(=O)OC;CC1=CC=CC=C1C;-4.2
ethylacetate;xylene;CCOC(=O)C;CC1=CC=CC=C1C;-4.26
propylacetate;xylene;CCCOC(C)=O;CC1=CC=CC=C1C;-4.87
methylpentanoate;xylene;CCCCC(=O)OC;CC1=CC=CC=C1C;-5.61
butylacetate;xylene;CCCCOC(C)=O;CC1=CC=CC=C1C;-5.4
methylhexanoate;xylene;CCCCCC(=O)OC;CC1=CC=CC=C1C;-6.26
pentylacetate;xylene;CCCCCOC(C)=O;CC1=CC=CC=C1C;-6.19
ethylamine;xylene;CCN;CC1=CC=CC=C1C;-3.01
dimethylamine;xylene;CNC;CC1=CC=CC=C1C;-3.36
propylamine;xylene;CCCN;CC1=CC=CC=C1C;-3.69
trimethylamine;xylene;CN(C)C;CC1=CC=CC=C1C;-2.63
diethylamine;xylene;CCNCC;CC1=CC=CC=C1C;-3.93
pentylamine;xylene;CCCCCN;CC1=CC=CC=C1C;-4.7
dipropylamine;xylene;CCCNCCC;CC1=CC=CC=C1C;-5.35
pyridine;xylene;C1=CC=NC=C1;CC1=CC=CC=C1C;-5.12
aniline;xylene;C1=CC=C(C=C1)N;CC1=CC=CC=C1C;-6.1
p-bromophenol;xylene;C1=CC(=CC=C1O)Br;CC1=CC=CC=C1C;-8.69
water;xylene;O;CC1=CC=CC=C1C;-1.56
piperidine;xylene;C1CCNCC1;CC1=CC=CC=C1C;-5.15
methylamine;xylene;CN;CC1=CC=CC=C1C;-3.2
nitromethane;xylene;C[N+](=O)[O-];CC1=CC=CC=C1C;-4.2
4-methylaniline;xylene;CC1=CC=C(C=C1)N;CC1=CC=CC=C1C;-7.17
